TC1S1,TC2S1,TC1S2,TC2S2,TC1S3,TC2S3
37.185,37.189,37.083,37.087,36.843,36.847
37.185,37.191,37.086,37.091,36.843,36.848
37.185,37.181,37.087,37.083,36.843,36.839
37.185,37.185,37.086,37.085,36.843,36.842
37.185,37.182,37.083,37.079,36.843,36.840
37.186,37.178,37.083,37.075,36.843,36.836
37.186,37.188,37.086,37.088,36.843,36.846
37.186,37.181,37.080,37.075,36.843,36.838
37.186,37.191,37.096,37.101,36.843,36.848
37.186,37.186,37.087,37.087,36.843,36.843
37.186,37.194,37.084,37.093,36.844,36.852
37.186,37.185,37.086,37.085,36.844,36.843
37.186,37.186,37.080,37.080,36.844,36.843
37.186,37.186,37.089,37.089,36.844,36.843
37.186,37.188,37.080,37.082,36.844,36.846
37.186,37.190,37.088,37.092,36.844,36.848
37.186,37.186,37.091,37.090,36.844,36.844
37.186,37.194,37.085,37.093,36.844,36.852
37.186,37.183,37.080,37.077,36.844,36.841
37.186,37.182,37.087,37.082,36.844,36.839
37.186,37.187,37.090,37.091,36.844,36.845
37.187,37.194,37.087,37.094,36.845,36.852
37.187,37.187,37.085,37.085,36.845,36.844
37.187,37.186,37.083,37.082,36.845,36.843
37.187,37.190,37.088,37.090,36.845,36.847
37.187,37.190,37.086,37.090,36.845,36.848
37.187,37.186,37.090,37.088,36.845,36.844
37.187,37.189,37.089,37.090,36.845,36.846
37.187,37.188,37.091,37.092,36.845,36.846
37.187,37.194,37.091,37.098,36.845,36.852
37.187,37.182,37.088,37.083,36.845,36.840
37.187,37.187,37.087,37.087,36.845,36.845
37.188,37.192,37.086,37.090,36.845,36.850
37.188,37.187,37.074,37.074,36.845,36.845
37.188,37.191,37.086,37.088,36.845,36.848
37.188,37.192,37.087,37.092,36.846,36.850
37.188,37.186,37.089,37.087,36.846,36.844
37.188,37.192,37.090,37.095,36.846,36.850
37.188,37.193,37.077,37.082,36.846,36.850
37.188,37.188,37.091,37.091,36.846,36.846
37.188,37.185,37.085,37.082,36.846,36.843
37.188,37.184,37.093,37.089,36.846,36.842
37.188,37.184,37.093,37.089,36.846,36.842
37.189,37.188,37.098,37.097,36.846,36.846
37.189,37.193,37.085,37.089,36.846,36.850
37.189,37.190,37.080,37.081,36.847,36.848
37.189,37.190,37.089,37.090,36.847,36.847
37.189,37.186,37.092,37.089,36.847,36.844
37.189,37.189,37.083,37.083,36.847,36.846
37.189,37.186,37.087,37.083,36.847,36.843
37.189,37.190,37.089,37.090,36.847,36.847
37.189,37.191,37.089,37.091,36.847,36.849
37.189,37.192,37.097,37.100,36.847,36.850
37.189,37.189,37.092,37.092,36.847,36.847
37.190,37.187,37.094,37.092,36.847,36.845
37.190,37.187,37.089,37.086,36.847,36.844
37.190,37.195,37.083,37.088,36.847,36.852
37.190,37.184,37.093,37.087,36.848,36.842
37.190,37.193,37.081,37.085,36.848,36.851
37.190,37.183,37.086,37.079,36.848,36.841
37.190,37.183,37.101,37.093,36.848,36.840
37.190,37.194,37.092,37.096,36.848,36.852
37.190,37.192,37.087,37.090,36.848,36.850
37.190,37.192,37.088,37.090,36.848,36.850
37.190,37.197,37.086,37.092,36.848,36.854
37.190,37.189,37.085,37.084,36.848,36.846
37.190,37.196,37.100,37.105,36.848,36.853
37.191,37.186,37.092,37.088,36.848,36.844
37.191,37.192,37.092,37.093,36.848,36.850
37.191,37.188,37.091,37.089,36.848,36.846
37.191,37.188,37.092,37.089,36.848,36.846
37.191,37.189,37.095,37.093,36.848,36.846
37.191,37.192,37.091,37.092,36.849,36.850
37.191,37.192,37.091,37.092,36.849,36.849
37.191,37.195,37.095,37.098,36.849,36.852
37.191,37.191,37.089,37.089,36.849,36.849
37.191,37.191,37.094,37.094,36.849,36.849
37.191,37.191,37.091,37.091,36.849,36.849
37.191,37.193,37.097,37.098,36.849,36.850
37.192,37.190,37.090,37.089,36.849,36.848
37.192,37.189,37.088,37.085,36.849,36.847
37.192,37.191,37.093,37.092,36.849,36.848
37.192,37.196,37.098,37.102,36.849,36.853
37.192,37.197,37.102,37.107,36.850,36.855
37.192,37.191,37.093,37.092,36.850,36.849
37.192,37.196,37.092,37.096,36.850,36.853
37.192,37.190,37.091,37.089,36.850,36.848
37.192,37.199,37.091,37.097,36.850,36.856
37.192,37.192,37.089,37.089,36.850,36.850
37.192,37.191,37.088,37.086,36.850,36.848
37.193,37.197,37.088,37.092,36.850,36.854
37.193,37.190,37.090,37.088,36.850,36.848
37.193,37.189,37.088,37.084,36.850,36.846
37.193,37.192,37.089,37.088,36.850,36.850
37.193,37.189,37.091,37.087,36.850,36.846
37.193,37.198,37.095,37.100,36.851,36.856
37.193,37.198,37.094,37.099,36.851,36.855
37.193,37.194,37.097,37.097,36.851,36.851
37.193,37.201,37.099,37.107,36.851,36.859
37.193,37.192,37.097,37.096,36.851,36.850
37.194,37.185,37.090,37.082,36.851,36.843
37.194,37.197,37.096,37.099,36.851,36.854
37.194,37.192,37.102,37.100,36.851,36.849
37.194,37.195,37.098,37.099,36.851,36.852
37.194,37.190,37.093,37.089,36.852,36.848
37.194,37.198,37.096,37.100,36.852,36.855
37.194,37.200,37.087,37.092,36.852,36.857
37.194,37.200,37.100,37.105,36.852,36.857
37.194,37.197,37.086,37.088,36.852,36.854
37.194,37.193,37.086,37.085,36.852,36.850
37.194,37.202,37.090,37.098,36.852,36.860
37.195,37.191,37.097,37.094,36.852,36.849
37.195,37.195,37.095,37.096,36.852,36.853
37.195,37.191,37.087,37.084,36.852,36.849
37.195,37.201,37.101,37.107,36.852,36.858
37.195,37.195,37.095,37.095,36.852,36.852
37.195,37.194,37.099,37.098,36.852,36.852
37.195,37.193,37.096,37.094,36.852,36.850
37.195,37.196,37.091,37.092,36.853,36.853
37.195,37.195,37.094,37.093,36.853,36.852
37.195,37.200,37.099,37.103,36.853,36.857
37.195,37.197,37.095,37.097,36.853,36.854
37.196,37.195,37.090,37.089,36.853,36.852
37.196,37.198,37.099,37.101,36.853,36.856
37.196,37.200,37.096,37.100,36.853,36.857
37.196,37.194,37.100,37.098,36.853,36.851
37.196,37.198,37.103,37.105,36.853,36.856
37.196,37.195,37.100,37.099,36.853,36.852
37.196,37.186,37.097,37.087,36.853,36.843
37.196,37.204,37.101,37.109,36.853,36.862
37.196,37.193,37.098,37.095,36.853,36.851
37.196,37.205,37.095,37.104,36.854,36.863
37.196,37.196,37.092,37.091,36.854,36.853
37.196,37.198,37.097,37.098,36.854,36.855
37.197,37.200,37.095,37.099,36.854,36.857
37.197,37.193,37.098,37.095,36.854,36.850
37.197,37.197,37.092,37.093,36.854,36.855
37.197,37.192,37.099,37.095,36.854,36.849
37.197,37.196,37.096,37.095,36.854,36.853
37.197,37.195,37.100,37.098,36.854,36.853
37.197,37.190,37.090,37.083,36.854,36.847
37.197,37.194,37.100,37.097,36.854,36.851
37.197,37.193,37.093,37.088,36.855,36.851
37.198,37.195,37.095,37.093,36.855,36.853
37.198,37.198,37.094,37.094,36.855,36.855
37.198,37.189,37.090,37.082,36.855,36.846
37.198,37.199,37.094,37.095,36.855,36.856
37.198,37.197,37.092,37.092,36.855,36.855
37.198,37.206,37.102,37.110,36.855,36.863
37.198,37.203,37.097,37.101,36.855,36.860
37.198,37.199,37.098,37.099,36.855,36.856
37.198,37.198,37.098,37.098,36.855,36.855
37.198,37.192,37.100,37.094,36.855,36.849
37.198,37.194,37.093,37.089,36.855,36.851
37.198,37.197,37.096,37.095,36.856,36.855
37.198,37.196,37.098,37.095,36.856,36.853
37.199,37.193,37.102,37.096,36.856,36.850
37.199,37.201,37.094,37.096,36.856,36.858
37.199,37.195,37.098,37.094,36.856,36.852
37.199,37.195,37.104,37.099,36.856,36.852
37.199,37.199,37.100,37.100,36.856,36.856
37.199,37.201,37.093,37.095,36.856,36.859
37.199,37.204,37.096,37.100,36.856,36.861
37.199,37.200,37.096,37.097,36.856,36.858
37.199,37.195,37.101,37.096,36.856,36.852
37.199,37.199,37.107,37.107,36.856,36.856
37.199,37.184,37.098,37.083,36.856,36.841
37.199,37.202,37.099,37.101,36.856,36.859
37.199,37.196,37.098,37.094,36.857,36.853
37.199,37.200,37.092,37.093,36.857,36.857
37.199,37.207,37.100,37.107,36.857,36.864
37.199,37.201,37.101,37.102,36.857,36.858
37.200,37.207,37.106,37.114,36.857,36.865
37.200,37.200,37.099,37.099,36.857,36.857
37.200,37.194,37.100,37.094,36.857,36.851
37.200,37.196,37.103,37.099,36.857,36.853
37.200,37.195,37.100,37.095,36.857,36.852
37.200,37.199,37.095,37.094,36.857,36.856
37.200,37.199,37.096,37.095,36.857,36.856
37.200,37.197,37.102,37.098,36.857,36.854
37.200,37.198,37.094,37.092,36.857,36.855
37.200,37.191,37.099,37.090,36.857,36.848
37.200,37.198,37.106,37.104,36.857,36.855
37.200,37.201,37.102,37.103,36.857,36.858
37.200,37.203,37.097,37.100,36.857,36.861
37.200,37.208,37.094,37.102,36.857,36.865
37.200,37.200,37.104,37.104,36.857,36.857
37.200,37.203,37.100,37.103,36.858,36.861
37.200,37.195,37.101,37.096,36.858,36.852
37.201,37.198,37.102,37.100,36.858,36.855
37.201,37.202,37.099,37.100,36.858,36.859
37.201,37.195,37.099,37.094,36.858,36.852
37.201,37.209,37.103,37.112,36.858,36.866
37.201,37.204,37.099,37.102,36.858,36.861
37.201,37.190,37.107,37.097,36.858,36.847
37.201,37.199,37.102,37.100,36.858,36.856
37.201,37.200,37.106,37.105,36.858,36.857
37.201,37.202,37.095,37.096,36.858,36.859
37.201,37.201,37.104,37.104,36.858,36.858
37.201,37.203,37.100,37.101,36.858,36.860
37.201,37.194,37.101,37.094,36.859,36.851
37.202,37.200,37.104,37.102,36.859,36.857
37.202,37.201,37.103,37.102,36.859,36.858
37.202,37.207,37.103,37.108,36.859,36.864
37.202,37.200,37.099,37.097,36.859,36.857
37.202,37.198,37.105,37.101,36.859,36.855
37.202,37.197,37.093,37.088,36.859,36.854
37.202,37.192,37.107,37.097,36.859,36.849
37.202,37.206,37.103,37.107,36.859,36.863
37.202,37.207,37.099,37.104,36.859,36.864
37.202,37.194,37.103,37.094,36.859,36.851
37.202,37.200,37.101,37.098,36.860,36.857
37.203,37.207,37.103,37.107,36.860,36.864
37.203,37.204,37.101,37.103,36.860,36.861
37.203,37.210,37.107,37.114,36.860,36.867
37.203,37.195,37.111,37.104,36.860,36.852
37.203,37.202,37.107,37.106,36.860,36.859
37.203,37.202,37.107,37.105,36.860,36.859
37.203,37.201,37.094,37.093,36.860,36.858
37.203,37.204,37.101,37.103,36.860,36.861
37.203,37.199,37.105,37.101,36.860,36.856
37.203,37.201,37.098,37.096,36.860,36.858
37.203,37.204,37.110,37.111,36.860,36.861
37.203,37.206,37.100,37.104,36.860,36.863
37.203,37.209,37.100,37.106,36.860,36.866
37.203,37.202,37.110,37.108,36.860,36.859
37.203,37.204,37.105,37.106,36.860,36.861
37.203,37.201,37.099,37.096,36.860,36.858
37.203,37.207,37.105,37.109,36.860,36.864
37.203,37.205,37.103,37.104,36.860,36.861
37.204,37.201,37.108,37.106,36.860,36.858
37.204,37.198,37.103,37.098,36.860,36.855
37.204,37.207,37.103,37.107,36.860,36.864
37.204,37.205,37.096,37.097,36.861,36.862
37.204,37.201,37.103,37.101,36.861,36.858
37.204,37.206,37.101,37.102,36.861,36.863
37.204,37.212,37.106,37.113,36.861,36.869
37.204,37.206,37.103,37.106,36.861,36.863
37.204,37.214,37.109,37.119,36.861,36.871
37.204,37.208,37.109,37.113,36.861,36.865
37.204,37.211,37.106,37.113,36.861,36.868
37.204,37.200,37.104,37.099,36.861,36.857
37.204,37.208,37.105,37.108,36.861,36.865
37.205,37.206,37.107,37.108,36.861,36.863
37.205,37.201,37.096,37.093,36.861,36.858
37.205,37.203,37.118,37.116,36.862,36.860
37.205,37.204,37.109,37.108,36.862,36.861
37.205,37.210,37.104,37.110,36.862,36.867
37.205,37.209,37.108,37.113,36.862,36.866
37.205,37.206,37.105,37.106,36.862,36.863
37.205,37.205,37.114,37.114,36.862,36.862
37.205,37.204,37.105,37.104,36.862,36.861
37.205,37.209,37.105,37.109,36.862,36.866
37.205,37.206,37.107,37.108,36.862,36.863
37.206,37.201,37.098,37.093,36.863,36.858
37.206,37.208,37.104,37.106,36.863,36.864
37.206,37.204,37.102,37.101,36.863,36.861
37.206,37.205,37.103,37.102,36.863,36.862
37.206,37.207,37.107,37.107,36.863,36.864
37.206,37.214,37.109,37.117,36.863,36.871
37.206,37.214,37.106,37.114,36.863,36.871
37.206,37.210,37.099,37.104,36.863,36.867
37.206,37.210,37.111,37.115,36.863,36.866
37.206,37.200,37.102,37.096,36.863,36.857
37.206,37.210,37.103,37.107,36.863,36.867
37.206,37.209,37.103,37.106,36.863,36.866
37.206,37.199,37.109,37.102,36.863,36.856
37.207,37.208,37.108,37.109,36.863,36.865
37.207,37.198,37.115,37.107,36.863,36.855
37.207,37.202,37.113,37.108,36.863,36.859
37.207,37.211,37.104,37.108,36.863,36.868
37.207,37.207,37.100,37.100,36.863,36.863
37.207,37.205,37.110,37.109,36.864,36.862
37.207,37.210,37.108,37.111,36.864,36.866
37.207,37.202,37.102,37.097,36.864,36.859
37.207,37.206,37.110,37.109,36.864,36.863
37.207,37.202,37.106,37.100,36.864,36.858
37.207,37.201,37.104,37.098,36.864,36.857
37.207,37.209,37.107,37.108,36.864,36.866
37.207,37.202,37.110,37.105,36.864,36.859
37.207,37.212,37.113,37.118,36.864,36.869
37.207,37.212,37.112,37.117,36.864,36.869
37.208,37.207,37.100,37.100,36.864,36.864
37.208,37.215,37.104,37.112,36.864,36.872
37.208,37.211,37.113,37.116,36.865,36.868
37.208,37.206,37.110,37.108,36.865,36.863
37.208,37.207,37.106,37.106,36.865,36.864
37.208,37.213,37.110,37.116,36.865,36.870
37.208,37.216,37.110,37.118,36.865,36.873
37.208,37.204,37.114,37.110,36.865,36.861
37.208,37.211,37.101,37.104,36.865,36.868
37.209,37.207,37.107,37.105,36.865,36.863
37.209,37.211,37.112,37.114,36.865,36.868
37.209,37.205,37.113,37.109,36.865,36.861
37.209,37.214,37.103,37.108,36.866,36.871
37.209,37.207,37.116,37.113,36.866,36.864
37.209,37.205,37.116,37.112,36.866,36.861
37.209,37.215,37.116,37.122,36.866,36.872
37.209,37.205,37.105,37.101,36.866,36.862
37.209,37.212,37.110,37.113,36.866,36.869
37.209,37.211,37.105,37.107,36.866,36.868
37.210,37.204,37.111,37.105,36.866,36.860
37.210,37.208,37.114,37.112,36.866,36.864
37.210,37.210,37.106,37.106,36.867,36.867
37.210,37.210,37.116,37.116,36.867,36.866
37.210,37.209,37.112,37.111,36.867,36.866
37.210,37.208,37.112,37.109,36.867,36.864
37.210,37.203,37.107,37.100,36.867,36.860
37.210,37.209,37.114,37.113,36.867,36.866
37.210,37.209,37.114,37.113,36.867,36.866
37.210,37.209,37.110,37.108,36.867,36.865
37.210,37.207,37.114,37.111,36.867,36.864
37.210,37.214,37.103,37.106,36.867,36.870
37.211,37.211,37.112,37.112,36.867,36.867
37.211,37.211,37.110,37.110,36.867,36.868
37.211,37.211,37.111,37.111,36.867,36.867
37.211,37.213,37.111,37.114,36.867,36.870
37.211,37.209,37.112,37.110,36.868,36.866
37.211,37.210,37.106,37.105,36.868,36.867
37.211,37.211,37.105,37.105,36.868,36.867
37.211,37.207,37.106,37.102,36.868,36.864
37.211,37.214,37.112,37.115,36.868,36.871
37.211,37.216,37.111,37.115,36.868,36.872
37.211,37.210,37.111,37.109,36.868,36.867
37.211,37.202,37.112,37.103,36.868,36.859
37.211,37.215,37.111,37.115,36.868,36.872
37.212,37.215,37.118,37.121,36.868,36.872
37.212,37.210,37.112,37.110,36.868,36.867
37.212,37.210,37.108,37.106,36.868,36.866
37.212,37.212,37.118,37.117,36.868,36.868
37.212,37.222,37.109,37.119,36.868,36.879
37.212,37.211,37.116,37.115,36.868,36.867
37.212,37.210,37.112,37.111,36.868,36.867
37.212,37.212,37.107,37.107,36.868,36.869
37.212,37.210,37.113,37.110,36.869,36.866
37.212,37.209,37.111,37.108,36.869,36.866
37.212,37.213,37.114,37.115,36.869,36.869
37.212,37.215,37.117,37.119,36.869,36.871
37.212,37.211,37.108,37.107,36.869,36.868
37.212,37.210,37.115,37.112,36.869,36.866
37.212,37.208,37.114,37.110,36.869,36.865
37.212,37.213,37.104,37.105,36.869,36.869
37.212,37.211,37.115,37.113,36.869,36.867
37.213,37.215,37.109,37.112,36.869,36.872
37.213,37.213,37.104,37.104,36.869,36.869
37.213,37.216,37.112,37.115,36.869,36.872
37.213,37.207,37.115,37.110,36.869,36.864
37.213,37.211,37.116,37.114,36.869,36.868
37.213,37.215,37.117,37.119,36.870,36.872
37.213,37.208,37.121,37.117,36.870,36.865
37.213,37.209,37.107,37.103,36.870,36.866
37.213,37.208,37.114,37.109,36.870,36.864
37.213,37.218,37.115,37.119,36.870,36.874
37.213,37.213,37.109,37.109,36.870,36.870
37.213,37.213,37.120,37.120,36.870,36.870
37.213,37.213,37.118,37.118,36.870,36.870
37.213,37.222,37.115,37.123,36.870,36.878
37.213,37.216,37.112,37.114,36.870,36.872
37.214,37.210,37.107,37.104,36.870,36.866
37.214,37.214,37.113,37.113,36.870,36.871
37.214,37.215,37.115,37.116,36.870,36.872
37.214,37.217,37.112,37.116,36.870,36.874
37.214,37.216,37.112,37.114,36.870,36.873
37.214,37.209,37.113,37.108,36.870,36.865
37.214,37.215,37.113,37.114,36.870,36.871
37.214,37.211,37.113,37.111,36.870,36.868
37.214,37.210,37.115,37.110,36.870,36.866
37.214,37.218,37.111,37.114,36.870,36.874
37.214,37.214,37.108,37.108,36.870,36.871
37.214,37.214,37.116,37.116,36.871,36.871
37.214,37.215,37.110,37.111,36.871,36.872
37.214,37.210,37.118,37.113,36.871,36.866
37.214,37.215,37.106,37.107,36.871,36.871
37.214,37.206,37.109,37.100,36.871,36.862
37.214,37.225,37.117,37.128,36.871,36.882
37.214,37.218,37.114,37.117,36.871,36.874
37.214,37.216,37.116,37.118,36.871,36.873
37.214,37.210,37.114,37.109,36.871,36.866
37.214,37.211,37.104,37.101,36.871,36.868
37.214,37.212,37.106,37.104,36.871,36.868
37.214,37.218,37.118,37.122,36.871,36.874
37.215,37.214,37.117,37.116,36.871,36.871
37.215,37.212,37.115,37.112,36.871,36.868
37.215,37.213,37.111,37.109,36.871,36.869
37.215,37.218,37.117,37.120,36.871,36.875
37.215,37.215,37.123,37.123,36.871,36.871
37.215,37.211,37.114,37.110,36.871,36.868
37.215,37.213,37.122,37.121,36.871,36.870
37.215,37.220,37.112,37.117,36.871,36.877
37.215,37.212,37.115,37.112,36.871,36.869
37.215,37.207,37.121,37.113,36.871,36.864
37.215,37.221,37.120,37.127,36.872,36.878
37.215,37.211,37.109,37.105,36.872,36.868
37.215,37.212,37.123,37.120,36.872,36.868
37.215,37.215,37.114,37.114,36.872,36.872
37.215,37.218,37.119,37.122,36.872,36.874
37.216,37.209,37.122,37.116,36.872,36.866
37.216,37.213,37.114,37.112,36.872,36.870
37.216,37.217,37.111,37.113,36.872,36.874
37.216,37.212,37.112,37.108,36.872,36.868
37.216,37.218,37.113,37.115,36.872,36.875
37.216,37.216,37.114,37.114,36.872,63.250
37.216,37.220,37.113,37.117,36.872,63.250
37.216,37.221,37.115,37.121,36.872,63.250
37.216,37.210,37.117,37.111,36.873,63.250
37.216,37.209,37.114,37.107,36.873,63.250
37.216,37.211,37.118,37.113,36.873,63.250
37.216,37.216,37.108,37.107,36.873,63.250
37.216,37.218,37.111,37.113,36.873,63.250
37.216,37.221,37.117,37.121,36.873,63.250
37.216,37.209,37.116,37.109,36.873,63.250
37.216,37.214,37.117,37.115,36.873,63.250
37.217,37.214,37.117,37.114,36.873,63.250
37.217,37.220,37.113,37.117,36.873,63.250
37.217,37.219,37.121,37.123,36.873,63.250
37.217,37.216,37.113,37.112,36.873,63.250
37.217,37.214,37.121,37.119,36.873,63.250
37.217,37.211,37.117,37.112,36.873,63.250
37.217,37.216,37.122,37.121,36.873,63.250
37.217,37.221,37.116,37.120,36.873,63.250
37.217,37.214,37.118,37.115,36.873,63.250
37.217,37.216,37.114,37.113,36.873,63.250
37.217,37.221,37.108,37.112,36.873,63.250
37.217,37.216,37.121,37.121,36.873,63.250
37.217,37.217,37.114,37.114,36.873,63.250
37.217,37.212,37.117,37.112,36.874,63.250
37.217,37.215,37.117,37.115,36.874,63.250
37.217,37.216,37.119,37.117,36.874,63.250
37.217,37.219,37.120,37.121,36.874,63.250
37.217,37.216,37.121,37.119,36.874,63.250
37.218,37.211,37.117,37.111,36.874,63.250
37.218,37.205,37.119,37.106,36.874,63.250
37.218,37.217,37.121,37.120,36.874,63.250
37.218,37.218,37.121,37.121,36.874,63.250
37.218,37.211,37.118,37.111,36.874,63.250
37.218,37.214,37.114,37.110,36.874,63.250
37.218,37.212,37.118,37.113,36.874,63.250
37.218,37.216,37.116,37.113,36.874,63.250
37.218,37.221,37.122,37.126,36.874,63.250
37.218,37.217,37.120,37.119,36.874,63.250
37.218,37.215,37.119,37.117,36.874,63.250
37.218,37.218,37.122,37.121,36.875,63.250
37.218,37.219,37.120,37.120,36.875,63.250
37.218,37.219,37.121,37.122,36.875,63.250
37.218,37.220,37.113,37.114,36.875,63.250
37.218,37.214,37.116,37.112,36.875,63.250
37.218,37.223,37.118,37.122,36.875,63.250
37.219,37.219,37.114,37.114,36.875,63.250
37.219,37.217,37.114,37.113,36.875,63.250
37.219,37.219,37.114,37.115,36.875,36.876
37.219,37.218,37.115,37.115,36.875,36.875
37.219,37.216,37.118,37.116,36.875,36.873
37.219,37.220,37.121,37.122,36.875,36.876
37.219,37.219,37.115,37.115,36.875,36.875
37.219,37.219,37.120,37.120,36.875,36.875
37.219,37.221,37.120,37.122,36.875,36.877
37.219,37.222,37.119,37.122,36.875,36.878
37.219,37.225,37.116,37.122,36.875,36.881
37.219,37.215,37.125,37.121,36.876,36.871
37.219,37.219,37.123,37.123,36.876,36.875
37.219,37.217,37.122,37.120,36.876,36.874
37.220,37.222,37.117,37.119,36.876,36.878
37.220,37.224,37.125,37.130,36.876,36.881
37.220,37.223,37.118,37.121,36.876,36.879
37.220,37.219,37.120,37.119,36.876,36.875
37.220,37.217,37.119,37.116,36.876,36.874
37.220,37.228,37.117,37.126,36.876,36.884
37.220,37.223,37.120,37.123,36.876,36.879
37.220,37.218,37.124,37.123,36.876,36.874
37.220,37.212,37.120,37.113,36.876,36.868
37.220,37.221,37.119,37.120,36.876,36.878
37.220,37.217,37.122,37.120,36.876,36.874
37.220,37.216,37.119,37.116,36.876,36.873
37.220,37.219,37.119,37.117,36.876,36.875
37.220,37.221,37.121,37.122,36.876,36.878
37.220,37.224,37.122,37.126,36.876,36.880
37.220,37.219,37.119,37.117,36.876,36.875
37.220,37.226,37.118,37.124,36.877,36.882
37.220,37.221,37.121,37.122,36.877,36.877
37.220,37.220,37.119,37.119,36.877,36.876
37.220,37.221,37.118,37.119,36.877,36.877
37.220,37.218,37.116,37.114,36.877,36.874
37.220,37.222,37.120,37.122,36.877,36.878
37.220,37.215,37.130,37.124,36.877,36.871
37.221,37.222,37.123,37.124,36.877,36.878
37.221,37.223,37.117,37.119,36.877,36.879
37.221,37.217,37.122,37.119,36.877,36.874
37.221,37.216,37.115,37.111,36.877,36.873
37.221,37.215,37.120,37.114,36.877,36.871
37.221,37.217,37.120,37.117,36.877,36.873
37.221,37.225,37.122,37.126,36.877,36.881
37.221,37.223,37.117,37.119,36.877,36.879
37.221,37.218,37.116,37.114,36.877,36.874
37.221,37.216,37.119,37.114,36.877,36.872
37.221,37.217,37.130,37.126,36.877,36.873
